order_id,user_id,product_id,order_date,quantity,day_of_week,week_of_year,month,year
1248,180,140,2025-02-11,4,1,7,2,2025
1249,74,155,2025-06-08,2,6,23,6,2025
1250,114,145,2024-11-16,2,5,46,11,2024
1251,13,80,2024-10-19,4,5,42,10,2024
1252,256,110,2025-12-07,2,6,49,12,2025
1253,33,37,2024-05-08,2,2,19,5,2024
1254,384,54,2025-09-28,2,6,39,9,2025
1255,197,112,2025-07-26,4,5,30,7,2025
1256,401,56,2025-10-05,2,6,40,10,2025
1257,258,20,2024-10-01,1,1,40,10,2024
1258,451,160,2024-05-15,1,2,20,5,2024
1259,43,31,2025-05-08,2,3,19,5,2025
1260,362,186,2026-01-17,4,5,3,1,2026
1261,73,52,2025-02-06,1,3,6,2,2025
1262,85,171,2025-05-21,1,2,21,5,2025
1263,8,38,2024-03-25,3,0,13,3,2024
1264,405,140,2024-03-17,4,6,11,3,2024
1265,255,102,2025-05-08,2,3,19,5,2025
1266,164,190,2024-04-08,3,0,15,4,2024
1267,127,67,2025-11-23,3,6,47,11,2025
1268,272,178,2025-01-07,4,1,2,1,2025
1269,308,159,2025-05-24,3,5,21,5,2025
1270,35,82,2025-06-28,2,5,26,6,2025
1271,438,147,2024-10-15,3,1,42,10,2024
1272,203,74,2025-01-13,2,0,3,1,2025
1273,336,138,2025-08-25,3,0,35,8,2025
1274,195,155,2024-12-29,4,6,52,12,2024
1275,169,80,2025-10-27,3,0,44,10,2025
1276,317,107,2025-04-14,1,0,16,4,2025
1277,23,8,2024-04-08,4,0,15,4,2024
1278,492,144,2025-11-24,3,0,48,11,2025
1279,352,100,2025-08-14,2,3,33,8,2025
1280,178,110,2025-07-29,3,1,31,7,2025
1281,339,4,2025-09-21,1,6,38,9,2025
1282,51,138,2024-08-16,2,4,33,8,2024
1283,413,43,2024-10-30,4,2,44,10,2024
1284,124,108,2024-07-23,3,1,30,7,2024
1285,441,191,2024-03-22,3,4,12,3,2024
1286,256,45,2024-09-06,4,4,36,9,2024
1287,133,130,2025-01-14,1,1,3,1,2025
1288,196,159,2024-06-29,1,5,26,6,2024
1289,346,159,2025-04-22,4,1,17,4,2025
1290,288,83,2024-11-01,3,4,44,11,2024
1291,205,86,2024-03-29,3,4,13,3,2024
1292,321,11,2025-12-12,1,4,50,12,2025
1293,9,149,2025-01-10,1,4,2,1,2025
1294,184,24,2025-01-15,1,2,3,1,2025
1295,256,148,2024-12-05,2,3,49,12,2024
1296,406,98,2024-11-04,1,0,45,11,2024
1297,100,63,2024-06-19,3,2,25,6,2024
1298,266,2,2024-05-16,4,3,20,5,2024
1299,367,78,2024-06-21,4,4,25,6,2024
1300,456,149,2025-11-16,3,6,46,11,2025
1301,243,11,2025-08-02,1,5,31,8,2025
1302,15,163,2025-03-22,2,5,12,3,2025
1303,428,130,2025-07-14,4,0,29,7,2025
1304,171,83,2024-12-07,2,5,49,12,2024
1305,357,176,2024-04-03,3,2,14,4,2024
1306,183,66,2024-09-25,4,2,39,9,2024
1307,64,31,2025-10-29,1,2,44,10,2025
1308,231,57,2025-03-11,4,1,11,3,2025
1309,20,18,2025-03-15,3,5,11,3,2025
1310,195,51,2026-02-15,4,6,7,2,2026
1311,304,171,2024-10-16,2,2,42,10,2024
1312,146,113,2025-08-18,1,0,34,8,2025
1313,115,194,2024-10-11,4,4,41,10,2024
1314,168,114,2024-03-27,2,2,13,3,2024
1315,339,80,2025-10-13,2,0,42,10,2025
1316,388,14,2025-01-19,1,6,3,1,2025
1317,421,37,2024-11-19,3,1,47,11,2024
1318,208,78,2025-02-10,3,0,7,2,2025
1319,39,47,2025-12-12,3,4,50,12,2025
1320,34,186,2025-11-13,3,3,46,11,2025
1321,297,115,2025-06-07,4,5,23,6,2025
1322,441,44,2024-08-02,4,4,31,8,2024
1323,259,13,2025-05-23,2,4,21,5,2025
1324,407,112,2025-11-03,1,0,45,11,2025
1325,185,32,2024-04-19,1,4,16,4,2024
1326,27,49,2024-06-11,2,1,24,6,2024
1327,433,79,2024-05-30,2,3,22,5,2024
1328,428,136,2026-02-12,3,3,7,2,2026
1329,322,36,2025-04-29,2,1,18,4,2025
1330,350,96,2025-08-05,3,1,32,8,2025
1331,407,94,2024-07-11,2,3,28,7,2024
1332,77,130,2024-12-18,2,2,51,12,2024
1333,257,137,2024-07-25,4,3,30,7,2024
1334,427,34,2026-01-14,3,2,3,1,2026
1335,166,106,2025-09-20,4,5,38,9,2025
1336,346,169,2025-01-21,4,1,4,1,2025
1337,264,15,2024-03-11,4,0,11,3,2024
1338,314,13,2025-07-25,4,4,30,7,2025
1339,155,142,2025-01-31,2,4,5,1,2025
1340,257,54,2025-12-01,2,0,49,12,2025
1341,219,94,2025-04-06,1,6,14,4,2025
1342,299,7,2024-07-13,2,5,28,7,2024
1343,74,154,2025-03-15,4,5,11,3,2025
1344,97,179,2025-02-11,1,1,7,2,2025
1345,294,103,2025-05-25,2,6,21,5,2025
1346,373,129,2024-11-30,4,5,48,11,2024
1347,109,76,2024-05-03,3,4,18,5,2024
1348,403,145,2024-06-04,1,1,23,6,2024
1349,359,17,2026-02-15,4,6,7,2,2026
1350,2,165,2024-08-26,1,0,35,8,2024
1351,356,71,2024-07-11,4,3,28,7,2024
1352,125,107,2024-04-23,4,1,17,4,2024
1353,347,192,2024-08-19,2,0,34,8,2024
1354,283,139,2025-04-17,1,3,16,4,2025
1355,422,1,2024-07-11,3,3,28,7,2024
1356,324,4,2025-07-24,4,3,30,7,2025
1357,67,102,2025-02-13,4,3,7,2,2025
1358,424,111,2024-03-29,3,4,13,3,2024
1359,13,134,2024-07-28,4,6,30,7,2024
1360,236,99,2024-08-31,3,5,35,8,2024
1361,328,90,2024-07-06,4,5,27,7,2024
1362,378,36,2024-11-27,1,2,48,11,2024
1363,424,19,2024-09-13,1,4,37,9,2024
1364,357,156,2026-01-05,2,0,2,1,2026
1365,454,83,2024-11-25,4,0,48,11,2024
1366,489,132,2025-09-23,3,1,39,9,2025
1367,151,173,2024-12-13,1,4,50,12,2024
1368,486,126,2024-09-14,4,5,37,9,2024
1369,97,132,2024-09-22,3,6,38,9,2024
1370,371,158,2024-05-03,2,4,18,5,2024
1371,358,168,2026-03-07,4,5,10,3,2026
1372,494,61,2024-03-21,3,3,12,3,2024
1373,484,56,2024-09-01,1,6,35,9,2024
1374,192,156,2024-11-08,1,4,45,11,2024
1375,226,190,2025-01-09,2,3,2,1,2025
1376,243,88,2024-08-16,2,4,33,8,2024
1377,249,27,2024-03-25,3,0,13,3,2024
1378,414,172,2025-01-07,1,1,2,1,2025
1379,193,183,2025-06-30,2,0,27,6,2025
1380,99,110,2025-04-13,1,6,15,4,2025
1381,461,137,2024-04-27,2,5,17,4,2024
1382,445,14,2024-03-20,4,2,12,3,2024
1383,162,67,2024-06-18,4,1,25,6,2024
1384,410,11,2024-08-21,3,2,34,8,2024
1385,7,125,2024-03-27,3,2,13,3,2024
1386,356,109,2024-11-20,4,2,47,11,2024
1387,385,138,2024-09-22,3,6,38,9,2024
1388,332,189,2024-11-17,2,6,46,11,2024
1389,38,90,2025-11-19,3,2,47,11,2025
1390,127,38,2024-07-18,2,3,29,7,2024
1391,270,104,2024-09-05,2,3,36,9,2024
1392,43,183,2024-10-05,4,5,40,10,2024
1393,301,120,2024-09-16,3,0,38,9,2024
1394,219,99,2025-05-04,1,6,18,5,2025
1395,3,36,2026-01-23,3,4,4,1,2026
1396,241,82,2025-05-17,1,5,20,5,2025
1397,294,42,2025-02-20,2,3,8,2,2025
1398,466,128,2024-09-09,4,0,37,9,2024
1399,415,48,2025-01-30,2,3,5,1,2025
1400,183,81,2025-07-09,1,2,28,7,2025
1401,177,54,2025-05-06,3,1,19,5,2025
1402,23,187,2024-08-29,4,3,35,8,2024
1403,242,57,2025-11-29,3,5,48,11,2025
1404,77,193,2025-05-27,4,1,22,5,2025
1405,468,122,2025-01-03,2,4,1,1,2025
1406,372,151,2024-10-17,4,3,42,10,2024
1407,50,196,2025-04-30,4,2,18,4,2025
1408,327,80,2024-06-12,1,2,24,6,2024
1409,224,44,2025-02-15,3,5,7,2,2025
1410,198,188,2025-11-02,3,6,44,11,2025
1411,210,142,2025-09-28,1,6,39,9,2025
1412,167,2,2025-07-19,4,5,29,7,2025
1413,452,18,2025-10-18,1,5,42,10,2025
1414,199,16,2024-08-14,1,2,33,8,2024
1415,355,179,2025-07-06,4,6,27,7,2025
1416,88,117,2024-12-19,3,3,51,12,2024
1417,386,190,2024-07-20,4,5,29,7,2024
1418,399,132,2025-02-04,4,1,6,2,2025
1419,220,102,2025-12-29,3,0,1,12,2025
1420,83,181,2025-12-01,2,0,49,12,2025
1421,381,53,2025-02-15,1,5,7,2,2025
1422,308,15,2026-02-15,1,6,7,2,2026
1423,357,21,2025-01-07,2,1,2,1,2025
1424,265,113,2026-01-18,1,6,3,1,2026
1425,1,95,2025-11-01,2,5,44,11,2025
1426,176,187,2024-07-22,2,0,30,7,2024
1427,193,53,2025-09-26,1,4,39,9,2025
1428,220,11,2024-05-18,2,5,20,5,2024
1429,232,170,2025-11-29,2,5,48,11,2025
1430,347,190,2024-07-01,4,0,27,7,2024
1431,161,195,2025-02-04,2,1,6,2,2025
1432,235,2,2025-03-28,3,4,13,3,2025
1433,380,2,2024-09-23,2,0,39,9,2024
1434,125,50,2024-10-24,3,3,43,10,2024
1435,267,140,2025-07-06,3,6,27,7,2025
1436,297,27,2025-10-14,1,1,42,10,2025
1437,291,97,2025-09-21,3,6,38,9,2025
1438,22,82,2025-10-02,4,3,40,10,2025
1439,286,88,2025-11-29,4,5,48,11,2025
1440,241,41,2024-03-21,4,3,12,3,2024
1441,73,166,2024-06-30,3,6,26,6,2024
1442,417,191,2025-09-20,4,5,38,9,2025
1443,412,15,2026-01-27,2,1,5,1,2026
1444,86,73,2024-05-17,2,4,20,5,2024
1445,376,149,2025-06-22,3,6,25,6,2025
1446,70,73,2024-04-26,1,4,17,4,2024
1447,77,180,2025-09-13,3,5,37,9,2025
1448,303,28,2024-06-09,4,6,23,6,2024
1449,493,157,2025-05-12,4,0,20,5,2025
1450,166,20,2025-12-04,2,3,49,12,2025
1451,310,88,2024-12-13,4,4,50,12,2024
1452,243,155,2025-01-28,2,1,5,1,2025
1453,320,120,2024-03-10,3,6,10,3,2024
1454,158,72,2025-09-14,4,6,37,9,2025
1455,233,55,2025-01-29,4,2,5,1,2025
1456,164,171,2026-01-06,3,1,2,1,2026
1457,254,15,2024-08-02,4,4,31,8,2024
1458,313,134,2025-05-02,1,4,18,5,2025
1459,237,22,2024-10-22,1,1,43,10,2024
1460,66,20,2025-10-03,3,4,40,10,2025
1461,191,169,2024-07-08,4,0,28,7,2024
1462,223,177,2024-06-19,2,2,25,6,2024
1463,236,119,2024-06-16,1,6,24,6,2024
1464,372,34,2025-07-19,4,5,29,7,2025
1465,296,130,2025-01-14,2,1,3,1,2025
1466,300,37,2024-11-01,1,4,44,11,2024
1467,346,14,2025-09-13,4,5,37,9,2025
1468,460,92,2024-08-31,3,5,35,8,2024
1469,443,54,2024-11-04,3,0,45,11,2024
1470,494,16,2024-07-23,3,1,30,7,2024
1471,386,107,2024-11-08,1,4,45,11,2024
1472,468,73,2025-08-05,3,1,32,8,2025
1473,238,141,2025-07-16,2,2,29,7,2025
1474,437,25,2024-11-12,4,1,46,11,2024
1475,139,71,2025-06-03,3,1,23,6,2025
1476,242,74,2026-01-28,2,2,5,1,2026
1477,313,56,2024-04-03,1,2,14,4,2024
1478,428,136,2025-01-24,1,4,4,1,2025
1479,428,38,2025-11-19,4,2,47,11,2025
1480,88,138,2024-04-13,2,5,15,4,2024
1481,253,69,2024-06-04,3,1,23,6,2024
1482,350,113,2025-11-07,3,4,45,11,2025
1483,297,159,2024-10-21,1,0,43,10,2024
1484,6,107,2025-04-07,1,0,15,4,2025
1485,420,199,2025-07-30,1,2,31,7,2025
1486,201,86,2025-08-23,3,5,34,8,2025
1487,125,163,2025-05-22,2,3,21,5,2025
1488,253,182,2026-02-04,1,2,6,2,2026
1489,119,11,2024-07-25,3,3,30,7,2024
1490,58,31,2025-05-25,2,6,21,5,2025
1491,460,67,2024-09-16,4,0,38,9,2024
1492,372,184,2024-04-26,4,4,17,4,2024
1493,426,29,2024-05-14,3,1,20,5,2024
1494,89,32,2025-09-14,1,6,37,9,2025
1495,239,154,2025-12-30,4,1,1,12,2025
1496,57,172,2025-01-26,1,6,4,1,2025
1497,113,86,2025-07-18,4,4,29,7,2025
1498,172,156,2025-12-20,4,5,51,12,2025
1499,485,55,2025-08-10,4,6,32,8,2025
1500,469,195,2024-04-22,4,0,17,4,2024
1501,464,116,2024-12-28,4,5,52,12,2024
1502,8,196,2024-03-28,4,3,13,3,2024
1503,36,8,2025-10-20,2,0,43,10,2025
1504,46,74,2025-01-02,2,3,1,1,2025
1505,132,155,2024-08-28,1,2,35,8,2024
1506,130,162,2025-04-29,1,1,18,4,2025
1507,78,116,2025-12-04,4,3,49,12,2025
1508,171,132,2025-08-09,1,5,32,8,2025
1509,253,169,2024-06-18,3,1,25,6,2024
1510,393,190,2026-02-01,2,6,5,2,2026
1511,425,164,2024-04-29,4,0,18,4,2024
1512,107,154,2026-02-21,4,5,8,2,2026
1513,254,105,2024-09-09,4,0,37,9,2024
1514,292,39,2025-01-07,4,1,2,1,2025
1515,470,115,2024-03-27,3,2,13,3,2024
1516,240,133,2025-12-17,1,2,51,12,2025
1517,323,6,2024-05-22,4,2,21,5,2024
1518,174,168,2025-02-03,4,0,6,2,2025
1519,500,133,2024-09-08,3,6,36,9,2024
1520,360,149,2025-03-01,1,5,9,3,2025
1521,498,193,2024-07-15,4,0,29,7,2024
1522,251,114,2025-06-08,2,6,23,6,2025
1523,314,61,2024-03-31,3,6,13,3,2024
1524,70,100,2024-12-31,1,1,1,12,2024
1525,419,111,2024-03-21,3,3,12,3,2024
1526,217,148,2025-01-05,2,6,1,1,2025
1527,492,174,2024-03-16,2,5,11,3,2024
1528,218,151,2024-05-29,2,2,22,5,2024
1529,100,142,2025-05-19,1,0,21,5,2025
1530,434,85,2025-09-13,2,5,37,9,2025
1531,45,164,2026-01-13,3,1,3,1,2026
1532,8,169,2025-06-08,4,6,23,6,2025
1533,195,114,2025-11-15,1,5,46,11,2025
1534,397,13,2025-06-13,2,4,24,6,2025
1535,354,60,2024-04-08,1,0,15,4,2024
1536,243,64,2026-01-19,4,0,4,1,2026
1537,52,114,2024-06-27,3,3,26,6,2024
1538,120,154,2025-08-30,2,5,35,8,2025
1539,289,107,2025-01-02,2,3,1,1,2025
1540,299,117,2025-10-01,4,2,40,10,2025
1541,362,32,2025-02-04,2,1,6,2,2025
1542,439,182,2024-06-23,2,6,25,6,2024
1543,463,79,2025-04-17,2,3,16,4,2025
1544,163,23,2025-10-14,2,1,42,10,2025
1545,168,164,2024-04-15,2,0,16,4,2024
1546,3,46,2026-02-14,1,5,7,2,2026
1547,67,13,2026-01-04,1,6,1,1,2026
1548,152,155,2024-12-22,2,6,51,12,2024
1549,182,52,2024-08-31,2,5,35,8,2024
1550,421,85,2024-06-11,2,1,24,6,2024
1551,90,22,2024-09-11,1,2,37,9,2024
1552,392,131,2025-10-15,3,2,42,10,2025
1553,334,154,2025-09-26,1,4,39,9,2025
1554,384,26,2024-11-09,2,5,45,11,2024
1555,412,127,2025-10-24,4,4,43,10,2025
1556,394,11,2026-01-13,2,1,3,1,2026
1557,162,54,2026-02-28,3,5,9,2,2026
1558,74,14,2025-01-08,3,2,2,1,2025
1559,327,94,2024-04-12,4,4,15,4,2024
1560,288,88,2025-09-04,1,3,36,9,2025
1561,388,32,2026-02-05,2,3,6,2,2026
1562,11,150,2025-08-05,4,1,32,8,2025
1563,195,87,2024-11-29,1,4,48,11,2024
1564,359,163,2024-06-13,4,3,24,6,2024
1565,325,36,2024-10-28,2,0,44,10,2024
1566,273,24,2025-01-21,4,1,4,1,2025
1567,109,198,2024-11-28,3,3,48,11,2024
1568,154,104,2025-12-03,4,2,49,12,2025
1569,120,125,2024-07-16,4,1,29,7,2024
1570,45,197,2024-10-27,4,6,43,10,2024
1571,326,121,2024-07-08,3,0,28,7,2024
1572,300,72,2024-12-10,4,1,50,12,2024
1573,427,10,2025-07-08,4,1,28,7,2025
1574,197,199,2025-07-15,4,1,29,7,2025
1575,51,174,2025-03-10,3,0,11,3,2025
1576,394,184,2024-09-23,3,0,39,9,2024
1577,191,21,2025-05-15,3,3,20,5,2025
1578,396,43,2024-10-24,1,3,43,10,2024
1579,463,26,2024-10-22,4,1,43,10,2024
1580,178,133,2024-10-23,2,2,43,10,2024
1581,429,170,2024-03-16,3,5,11,3,2024
1582,377,185,2025-07-14,1,0,29,7,2025
1583,127,99,2025-11-05,4,2,45,11,2025
1584,93,26,2025-01-09,4,3,2,1,2025
1585,83,39,2024-07-05,3,4,27,7,2024
1586,41,124,2025-07-02,4,2,27,7,2025
1587,214,67,2025-08-26,2,1,35,8,2025
1588,316,137,2024-04-11,4,3,15,4,2024
1589,12,157,2024-12-05,4,3,49,12,2024
1590,430,93,2024-06-07,3,4,23,6,2024
1591,5,105,2025-02-13,1,3,7,2,2025
1592,166,170,2025-06-15,1,6,24,6,2025
1593,79,31,2024-10-06,1,6,40,10,2024
1594,339,123,2024-12-30,2,0,1,12,2024
1595,296,15,2024-09-26,4,3,39,9,2024
1596,59,107,2024-06-24,2,0,26,6,2024
1597,82,60,2026-02-09,3,0,7,2,2026
1598,53,85,2025-06-19,1,3,25,6,2025
1599,106,21,2024-07-14,4,6,28,7,2024
1600,373,50,2025-01-04,4,5,1,1,2025
1601,429,58,2025-06-07,2,5,23,6,2025
1602,344,141,2024-05-11,1,5,19,5,2024
1603,140,48,2025-09-19,1,4,38,9,2025
1604,324,19,2025-05-17,1,5,20,5,2025
1605,335,153,2024-05-12,4,6,19,5,2024
1606,307,35,2025-08-29,3,4,35,8,2025
1607,373,98,2025-06-07,3,5,23,6,2025
1608,124,50,2025-03-15,2,5,11,3,2025
1609,229,94,2024-11-14,3,3,46,11,2024
1610,10,81,2024-11-10,1,6,45,11,2024
1611,294,52,2026-01-18,1,6,3,1,2026
1612,224,190,2024-07-07,1,6,27,7,2024
1613,387,16,2025-12-21,3,6,51,12,2025
1614,6,77,2024-12-28,2,5,52,12,2024
1615,407,1,2025-09-13,3,5,37,9,2025
1616,115,127,2025-08-13,3,2,33,8,2025
1617,458,30,2025-05-20,1,1,21,5,2025
1618,197,42,2025-10-04,4,5,40,10,2025
1619,461,130,2024-06-19,1,2,25,6,2024
1620,384,22,2024-05-17,1,4,20,5,2024
1621,496,84,2025-10-21,1,1,43,10,2025
1622,431,105,2024-04-21,3,6,16,4,2024
1623,61,34,2025-02-28,2,4,9,2,2025
1624,454,84,2025-10-19,1,6,42,10,2025
1625,362,162,2024-05-19,1,6,20,5,2024
1626,235,147,2025-03-06,1,3,10,3,2025
1627,454,74,2024-12-16,4,0,51,12,2024
1628,402,198,2024-09-10,1,1,37,9,2024
1629,392,176,2025-10-01,3,2,40,10,2025
1630,482,149,2025-06-22,2,6,25,6,2025
1631,30,108,2024-11-22,4,4,47,11,2024
1632,342,75,2025-10-13,2,0,42,10,2025
1633,125,196,2026-02-15,2,6,7,2,2026
1634,155,173,2025-03-12,2,2,11,3,2025
1635,203,45,2025-06-09,2,0,24,6,2025
1636,35,66,2025-04-28,3,0,18,4,2025
1637,60,66,2025-02-19,2,2,8,2,2025
1638,44,116,2025-12-07,3,6,49,12,2025
1639,50,164,2025-07-20,1,6,29,7,2025
1640,106,141,2025-05-14,3,2,20,5,2025
1641,454,143,2024-05-06,4,0,19,5,2024
1642,432,128,2024-10-04,1,4,40,10,2024
1643,232,109,2026-02-10,4,1,7,2,2026
1644,457,192,2025-12-28,1,6,52,12,2025
1645,98,160,2025-06-16,1,0,25,6,2025
1646,56,144,2024-05-14,1,1,20,5,2024
1647,209,82,2025-04-26,4,5,17,4,2025
1648,375,101,2024-11-09,2,5,45,11,2024
1649,332,4,2024-06-27,4,3,26,6,2024
1650,328,22,2024-11-06,3,2,45,11,2024
1651,47,6,2025-08-03,3,6,31,8,2025
1652,261,65,2025-03-20,4,3,12,3,2025
1653,354,24,2026-01-11,1,6,2,1,2026
1654,290,162,2024-10-31,2,3,44,10,2024
1655,8,22,2025-12-17,3,2,51,12,2025
1656,394,9,2025-01-28,1,1,5,1,2025
1657,197,179,2024-06-20,1,3,25,6,2024
1658,349,13,2025-08-22,4,4,34,8,2025
1659,310,78,2024-08-16,1,4,33,8,2024
1660,28,90,2025-10-02,1,3,40,10,2025
1661,148,103,2025-05-04,1,6,18,5,2025
1662,336,56,2025-05-01,4,3,18,5,2025
1663,229,43,2024-04-16,2,1,16,4,2024
1664,253,166,2025-12-20,3,5,51,12,2025
1665,59,63,2025-01-28,3,1,5,1,2025
1666,106,132,2026-02-21,2,5,8,2,2026
1667,221,159,2026-01-20,4,1,4,1,2026
1668,132,20,2024-12-18,2,2,51,12,2024
1669,318,7,2025-09-21,1,6,38,9,2025
1670,229,2,2024-04-03,2,2,14,4,2024
1671,455,68,2024-12-22,3,6,51,12,2024
1672,487,5,2024-10-09,4,2,41,10,2024
1673,322,135,2024-07-02,3,1,27,7,2024
1674,90,92,2025-08-27,3,2,35,8,2025
1675,257,181,2024-03-15,1,4,11,3,2024
1676,371,81,2025-04-20,3,6,16,4,2025
1677,34,41,2025-08-10,3,6,32,8,2025
1678,497,68,2024-07-28,1,6,30,7,2024
1679,412,81,2024-08-30,3,4,35,8,2024
1680,399,19,2024-11-23,1,5,47,11,2024
1681,383,101,2024-06-03,4,0,23,6,2024
1682,326,117,2026-01-11,4,6,2,1,2026
1683,139,160,2025-07-15,4,1,29,7,2025
1684,22,193,2025-11-09,1,6,45,11,2025
1685,160,130,2025-09-19,4,4,38,9,2025
1686,365,35,2026-02-16,3,0,8,2,2026
1687,130,41,2025-12-06,4,5,49,12,2025
1688,255,167,2024-09-29,2,6,39,9,2024
1689,161,111,2024-04-18,3,3,16,4,2024
1690,298,5,2025-03-08,3,5,10,3,2025
1691,316,32,2025-09-01,3,0,36,9,2025
1692,382,86,2024-04-10,3,2,15,4,2024
1693,488,2,2025-10-16,3,3,42,10,2025
1694,428,170,2024-05-23,1,3,21,5,2024
1695,306,14,2025-08-04,4,0,32,8,2025
1696,113,14,2026-02-20,4,4,8,2,2026
1697,487,180,2025-07-19,2,5,29,7,2025
1698,364,57,2025-11-15,1,5,46,11,2025
1699,371,116,2025-09-26,2,4,39,9,2025
1700,90,25,2024-03-12,3,1,11,3,2024
1701,167,19,2024-03-20,4,2,12,3,2024
1702,81,26,2025-08-23,4,5,34,8,2025
1703,133,66,2024-07-19,3,4,29,7,2024
1704,424,121,2024-06-26,3,2,26,6,2024
1705,205,2,2026-02-08,2,6,6,2,2026
1706,429,6,2024-09-15,2,6,37,9,2024
1707,17,103,2025-01-07,1,1,2,1,2025
1708,211,193,2024-08-01,2,3,31,8,2024
1709,254,59,2025-06-14,3,5,24,6,2025
1710,92,25,2026-02-23,2,0,9,2,2026
1711,136,94,2025-07-06,2,6,27,7,2025
1712,464,108,2024-11-14,1,3,46,11,2024
1713,166,89,2025-10-18,1,5,42,10,2025
1714,116,200,2025-02-16,3,6,7,2,2025
1715,254,96,2025-03-22,2,5,12,3,2025
1716,431,85,2024-05-22,1,2,21,5,2024
1717,371,77,2024-07-23,3,1,30,7,2024
1718,451,105,2025-11-20,4,3,47,11,2025
1719,198,180,2024-11-04,2,0,45,11,2024
1720,110,17,2025-10-19,2,6,42,10,2025
1721,168,112,2026-01-23,3,4,4,1,2026
1722,407,158,2025-11-06,3,3,45,11,2025
1723,318,66,2025-05-11,4,6,19,5,2025
1724,29,61,2024-04-03,3,2,14,4,2024
1725,188,168,2024-08-06,4,1,32,8,2024
1726,449,58,2024-10-26,4,5,43,10,2024
1727,355,105,2025-08-07,1,3,32,8,2025
1728,468,148,2025-05-04,1,6,18,5,2025
1729,168,75,2024-09-11,3,2,37,9,2024
1730,389,131,2024-10-29,4,1,44,10,2024
1731,308,143,2025-10-29,4,2,44,10,2025
1732,397,5,2025-09-02,4,1,36,9,2025
1733,265,52,2024-07-26,2,4,30,7,2024
1734,366,136,2026-02-04,1,2,6,2,2026
1735,462,139,2026-03-07,1,5,10,3,2026
1736,6,200,2024-10-09,4,2,41,10,2024
1737,62,14,2025-06-15,4,6,24,6,2025
1738,420,3,2025-04-08,1,1,15,4,2025
1739,491,96,2025-05-30,2,4,22,5,2025
1740,83,27,2025-12-20,1,5,51,12,2025
1741,497,137,2025-09-17,1,2,38,9,2025
1742,359,44,2024-07-20,4,5,29,7,2024
1743,131,87,2024-07-15,4,0,29,7,2024
1744,494,177,2025-10-11,1,5,41,10,2025
1745,276,34,2025-11-21,4,4,47,11,2025
1746,125,101,2024-10-19,3,5,42,10,2024
1747,432,111,2025-09-03,3,2,36,9,2025
1748,45,162,2024-09-15,4,6,37,9,2024
1749,54,168,2025-05-02,4,4,18,5,2025
1750,206,166,2025-06-26,4,3,26,6,2025
1751,314,44,2025-01-19,1,6,3,1,2025
1752,198,62,2025-09-21,1,6,38,9,2025
1753,306,86,2024-05-10,1,4,19,5,2024
1754,348,111,2025-05-21,4,2,21,5,2025
1755,290,186,2025-07-21,3,0,30,7,2025
1756,49,176,2024-05-09,3,3,19,5,2024
1757,206,110,2025-08-28,4,3,35,8,2025
1758,330,14,2025-12-18,1,3,51,12,2025
1759,239,41,2024-06-21,3,4,25,6,2024
1760,381,168,2024-09-11,2,2,37,9,2024
1761,113,105,2024-10-12,1,5,41,10,2024
1762,247,171,2024-12-11,4,2,50,12,2024
1763,112,173,2025-03-12,3,2,11,3,2025
1764,224,103,2024-07-24,1,2,30,7,2024
1765,149,45,2024-04-15,2,0,16,4,2024
1766,210,146,2025-04-23,2,2,17,4,2025
1767,355,2,2025-10-04,4,5,40,10,2025
1768,238,134,2025-11-26,3,2,48,11,2025
1769,389,171,2024-04-23,2,1,17,4,2024
1770,28,82,2025-11-21,3,4,47,11,2025
1771,222,95,2025-02-28,2,4,9,2,2025
1772,307,149,2025-05-16,3,4,20,5,2025
1773,13,14,2025-01-12,3,6,2,1,2025
1774,274,159,2025-02-05,4,2,6,2,2025
1775,424,118,2024-06-25,2,1,26,6,2024
1776,68,136,2024-09-02,3,0,36,9,2024
1777,333,143,2025-05-08,3,3,19,5,2025
1778,133,3,2025-01-20,2,0,4,1,2025
1779,446,79,2024-07-18,1,3,29,7,2024
1780,230,47,2024-10-10,1,3,41,10,2024
1781,56,131,2024-09-13,2,4,37,9,2024
1782,363,55,2025-10-07,1,1,41,10,2025
1783,443,186,2024-03-26,2,1,13,3,2024
1784,189,178,2025-06-26,4,3,26,6,2025
1785,54,139,2025-12-13,2,5,50,12,2025
1786,232,73,2024-06-16,1,6,24,6,2024
1787,367,123,2025-01-06,2,0,2,1,2025
1788,104,181,2024-08-08,2,3,32,8,2024
1789,289,97,2024-09-12,2,3,37,9,2024
1790,376,113,2024-12-05,2,3,49,12,2024
1791,243,144,2024-04-08,1,0,15,4,2024
1792,328,63,2024-07-30,4,1,31,7,2024
1793,168,114,2025-03-22,2,5,12,3,2025
1794,392,192,2025-03-22,1,5,12,3,2025
1795,327,181,2025-03-17,3,0,12,3,2025
1796,487,117,2024-06-25,1,1,26,6,2024
1797,200,177,2025-04-16,3,2,16,4,2025
1798,492,6,2025-08-18,1,0,34,8,2025
1799,375,185,2026-01-04,1,6,1,1,2026
1800,258,93,2025-01-19,4,6,3,1,2025
1801,385,36,2024-12-18,2,2,51,12,2024
1802,179,53,2026-01-26,1,0,5,1,2026
1803,328,160,2025-07-21,2,0,30,7,2025
1804,310,53,2024-11-07,2,3,45,11,2024
1805,344,186,2024-03-21,4,3,12,3,2024
