product_id,order_date,day_of_week,month,total_daily_quantity
38,2025-01-30,3,1,3
38,2025-02-21,4,2,3
38,2025-02-23,6,2,4
38,2025-03-06,3,3,3
38,2025-05-08,3,5,2
38,2025-06-10,1,6,3
38,2025-08-15,4,8,3
38,2025-10-01,2,10,2
38,2025-11-15,5,11,2
38,2025-11-19,2,11,4
38,2026-02-06,4,2,3
39,2024-03-29,4,3,3
39,2024-07-05,4,7,3
39,2025-01-07,1,1,4
39,2025-02-11,1,2,2
39,2025-03-25,1,3,4
39,2025-04-21,0,4,4
39,2025-07-16,2,7,2
39,2025-08-05,1,8,4
39,2025-09-26,4,9,2
39,2026-01-18,6,1,1
39,2026-03-01,6,3,2
40,2024-05-05,6,5,2
40,2024-10-01,1,10,2
40,2024-10-07,0,10,3
40,2024-12-02,0,12,3
40,2025-02-06,3,2,2
40,2025-02-10,0,2,1
40,2025-05-14,2,5,2
40,2025-06-14,5,6,3
40,2025-07-18,4,7,4
40,2025-09-04,3,9,2
40,2025-12-01,0,12,4
40,2025-12-05,4,12,4
40,2025-12-14,6,12,3
40,2026-01-03,5,1,2
40,2026-01-06,1,1,1
41,2024-03-13,2,3,2
41,2024-03-21,3,3,4
41,2024-06-21,4,6,3
41,2024-07-21,6,7,4
41,2024-08-17,5,8,2
41,2024-08-21,2,8,4
41,2024-09-05,3,9,3
41,2024-10-08,1,10,4
41,2025-03-07,4,3,1
41,2025-03-22,5,3,3
41,2025-04-23,2,4,4
41,2025-06-07,5,6,1
41,2025-06-29,6,6,4
41,2025-07-03,3,7,2
41,2025-08-10,6,8,3
41,2025-09-05,4,9,3
41,2025-11-19,2,11,3
41,2025-12-06,5,12,4
41,2025-12-30,1,12,4
41,2026-01-02,4,1,3
41,2026-01-16,4,1,4
41,2026-02-20,4,2,2
41,2026-02-22,6,2,3
42,2024-04-28,6,4,6
42,2024-05-15,2,5,2
42,2024-05-23,3,5,4
42,2024-06-13,3,6,4
42,2024-10-08,1,10,2
42,2024-10-23,2,10,1
42,2024-11-03,6,11,4
42,2024-11-10,6,11,2
42,2024-12-24,1,12,4
42,2025-01-15,2,1,4
42,2025-02-20,3,2,6
42,2025-04-29,1,4,2
42,2025-05-13,1,5,2
42,2025-07-01,1,7,1
42,2025-07-26,5,7,3
42,2025-10-04,5,10,4
42,2025-11-06,3,11,2
42,2025-11-10,0,11,1
42,2025-11-28,4,11,5
42,2025-12-02,1,12,2
42,2025-12-17,2,12,3
42,2026-02-26,3,2,4
43,2024-03-26,1,3,1
43,2024-04-05,4,4,2
43,2024-04-16,1,4,2
43,2024-04-17,2,4,4
43,2024-10-24,3,10,1
43,2024-10-30,2,10,4
43,2024-10-31,3,10,2
43,2024-11-09,5,11,1
43,2024-11-25,0,11,3
43,2025-01-01,2,1,4
43,2025-02-25,1,2,3
43,2025-03-15,5,3,4
43,2025-04-14,0,4,1
43,2025-06-13,4,6,1
43,2025-07-17,3,7,4
43,2025-08-10,6,8,4
43,2025-08-11,0,8,4
43,2025-08-12,1,8,2
43,2025-09-24,2,9,3
43,2025-10-06,0,10,3
43,2025-10-26,6,10,2
43,2025-11-03,0,11,7
43,2025-12-30,1,12,4
43,2026-03-08,6,3,3
44,2024-03-25,0,3,2
44,2024-04-26,4,4,3
44,2024-05-01,2,5,3
44,2024-07-20,5,7,4
44,2024-07-23,1,7,3
44,2024-07-30,1,7,3
44,2024-08-02,4,8,4
44,2024-08-05,0,8,4
44,2024-10-31,3,10,4
44,2024-11-04,0,11,4
44,2025-01-19,6,1,1
44,2025-02-15,5,2,3
44,2025-03-04,1,3,1
44,2025-05-02,4,5,3
44,2025-06-20,4,6,3
44,2025-07-10,3,7,3
44,2025-07-11,4,7,1
44,2025-08-16,5,8,1
44,2025-09-01,0,9,1
44,2025-12-02,1,12,4
44,2026-01-03,5,1,2
44,2026-03-07,5,3,2
45,2024-03-27,2,3,1
45,2024-04-02,1,4,4
45,2024-04-15,0,4,2
45,2024-05-31,4,5,2
45,2024-06-07,4,6,2
45,2024-07-23,1,7,4
45,2024-08-16,4,8,3
45,2024-09-06,4,9,4
45,2024-09-16,0,9,4
45,2024-10-16,2,10,3
45,2024-10-30,2,10,3
45,2024-11-12,1,11,3
45,2024-12-02,0,12,3
45,2025-01-10,4,1,2
45,2025-01-13,0,1,1
45,2025-04-21,0,4,4
45,2025-05-23,4,5,4
45,2025-06-09,0,6,2
45,2025-06-26,3,6,1
45,2025-09-15,0,9,3
45,2025-10-17,4,10,4
45,2025-11-30,6,11,2
45,2025-12-06,5,12,2
45,2025-12-29,0,12,1
45,2026-02-08,6,2,2
45,2026-02-26,3,2,1
45,2026-03-04,2,3,1
46,2024-03-23,5,3,2
46,2024-06-02,6,6,2
46,2024-07-01,0,7,1
46,2024-07-20,5,7,2
46,2024-09-25,2,9,4
46,2024-12-08,6,12,3
46,2025-01-04,5,1,2
46,2025-03-26,2,3,2
46,2025-06-08,6,6,3
46,2025-06-23,0,6,1
46,2025-08-12,1,8,2
46,2025-10-14,1,10,2
46,2025-10-29,2,10,2
46,2025-11-04,1,11,1
46,2025-11-06,3,11,4
46,2026-01-20,1,1,4
46,2026-02-14,5,2,1
46,2026-03-03,1,3,3
47,2024-03-16,5,3,3
47,2024-03-23,5,3,3
47,2024-04-02,1,4,3
47,2024-04-11,3,4,2
47,2024-05-07,1,5,1
47,2024-06-14,4,6,3
47,2024-07-13,5,7,4
47,2024-07-14,6,7,1
47,2024-07-31,2,7,3
47,2024-08-08,3,8,4
47,2024-08-22,3,8,1
47,2024-10-10,3,10,1
47,2024-10-27,6,10,3
47,2024-12-01,6,12,2
47,2025-01-18,5,1,2
47,2025-02-08,5,2,1
47,2025-04-02,2,4,4
47,2025-04-29,1,4,4
47,2025-06-19,3,6,4
47,2025-07-30,2,7,4
47,2025-08-18,0,8,4
47,2025-08-29,4,8,4
47,2025-10-20,0,10,1
47,2025-10-27,0,10,4
47,2025-11-02,6,11,2
47,2025-11-20,3,11,1
47,2025-12-12,4,12,3
47,2026-02-12,3,2,1
48,2024-03-16,5,3,4
48,2024-05-25,5,5,4
48,2024-05-26,6,5,3
48,2024-06-24,0,6,4
48,2024-08-01,3,8,2
48,2024-08-26,0,8,3
48,2024-09-05,3,9,3
48,2024-09-22,6,9,1
48,2025-01-30,3,1,2
48,2025-02-02,6,2,4
48,2025-03-11,1,3,1
48,2025-03-22,5,3,3
48,2025-04-09,2,4,1
48,2025-04-22,1,4,2
48,2025-05-07,2,5,1
48,2025-05-13,1,5,2
48,2025-07-04,4,7,2
48,2025-09-19,4,9,1
48,2025-09-24,2,9,2
48,2025-10-02,3,10,4
48,2025-10-18,5,10,1
48,2025-12-01,0,12,4
48,2026-01-06,1,1,3
48,2026-01-19,0,1,2
48,2026-02-14,5,2,1
49,2024-05-09,3,5,1
49,2024-05-18,5,5,4
49,2024-06-11,1,6,2
49,2024-07-16,1,7,2
49,2024-08-20,1,8,3
49,2024-09-19,3,9,3
49,2024-09-20,4,9,1
49,2024-10-27,6,10,1
49,2024-11-12,1,11,3
49,2024-12-17,1,12,1
49,2025-03-08,5,3,2
49,2025-03-25,1,3,4
49,2025-04-22,1,4,3
49,2025-05-17,5,5,4
49,2025-05-23,4,5,4
49,2025-07-28,0,7,3
49,2025-08-13,2,8,4
49,2025-09-11,3,9,4
49,2025-11-28,4,11,4
49,2025-12-23,1,12,3
49,2026-02-13,4,2,2
49,2026-03-04,2,3,4
50,2024-05-01,2,5,1
50,2024-05-18,5,5,2
50,2024-06-20,3,6,4
50,2024-10-24,3,10,3
50,2024-11-25,0,11,1
50,2025-01-04,5,1,4
50,2025-02-05,2,2,1
50,2025-02-06,3,2,1
50,2025-03-14,4,3,4
50,2025-03-15,5,3,2
50,2025-05-15,3,5,2
50,2025-05-29,3,5,4
50,2025-06-19,3,6,1
50,2025-07-21,0,7,2
50,2025-07-22,1,7,4
50,2025-09-09,1,9,3
50,2025-09-13,5,9,2
50,2025-12-03,2,12,2
50,2025-12-17,2,12,3
50,2025-12-20,5,12,3
50,2025-12-25,3,12,4
50,2026-02-11,2,2,3
51,2024-03-12,1,3,1
51,2024-06-03,0,6,3
51,2024-07-08,0,7,1
51,2024-08-25,6,8,1
51,2024-08-28,2,8,4
51,2024-11-09,5,11,3
51,2024-12-07,5,12,3
51,2025-03-19,2,3,1
51,2025-06-29,6,6,1
51,2025-07-02,2,7,4
51,2025-07-11,4,7,1
51,2025-07-17,3,7,1
51,2025-09-08,0,9,4
51,2025-10-10,4,10,4
51,2025-10-21,1,10,3
51,2025-10-24,4,10,4
51,2025-12-19,4,12,1
51,2025-12-23,1,12,2
51,2026-02-12,3,2,4
51,2026-02-15,6,2,4
51,2026-03-01,6,3,3
51,2026-03-07,5,3,1
52,2024-04-21,6,4,4
52,2024-06-02,6,6,4
52,2024-06-15,5,6,6
52,2024-07-20,5,7,4
52,2024-07-26,4,7,2
52,2024-07-28,6,7,2
52,2024-08-27,1,8,2
52,2024-08-31,5,8,2
52,2024-09-24,1,9,4
52,2024-10-11,4,10,4
52,2024-10-26,5,10,1
52,2024-11-17,6,11,4
52,2024-12-15,6,12,2
52,2025-02-06,3,2,1
52,2025-04-07,0,4,3
52,2025-04-08,1,4,3
52,2025-04-13,6,4,1
52,2025-05-16,4,5,2
52,2025-05-26,0,5,3
52,2025-06-02,0,6,1
52,2025-08-08,4,8,3
52,2025-10-09,3,10,1
52,2026-01-18,6,1,1
52,2026-01-26,0,1,4
53,2024-03-21,3,3,1
53,2024-04-23,1,4,2
53,2024-05-15,2,5,4
53,2024-06-12,2,6,4
53,2024-06-18,1,6,1
53,2024-06-21,4,6,1
53,2024-07-18,3,7,3
53,2024-07-31,2,7,3
53,2024-09-24,1,9,1
53,2024-10-17,3,10,3
53,2024-11-07,3,11,2
53,2025-02-15,5,2,1
53,2025-03-05,2,3,1
53,2025-03-25,1,3,1
53,2025-07-06,6,7,1
53,2025-07-16,2,7,3
53,2025-07-24,3,7,3
53,2025-08-11,0,8,4
53,2025-08-13,2,8,1
53,2025-09-01,0,9,3
53,2025-09-13,5,9,4
53,2025-09-26,4,9,1
53,2025-12-28,6,12,1
53,2026-01-26,0,1,1
53,2026-01-27,1,1,3
53,2026-02-21,5,2,1
53,2026-02-24,1,2,2
54,2024-03-31,6,3,4
54,2024-04-13,5,4,4
54,2024-04-14,6,4,4
54,2024-05-13,0,5,1
54,2024-06-01,5,6,1
54,2024-11-04,0,11,3
54,2024-12-07,5,12,4
54,2024-12-27,4,12,1
54,2025-01-01,2,1,2
54,2025-02-01,5,2,4
54,2025-05-06,1,5,3
54,2025-05-12,0,5,3
54,2025-05-24,5,5,1
54,2025-08-24,6,8,2
54,2025-08-28,3,8,3
54,2025-09-04,3,9,1
54,2025-09-09,1,9,4
54,2025-09-28,6,9,2
54,2025-09-30,1,9,3
54,2025-10-20,0,10,1
54,2025-11-17,0,11,1
54,2025-12-01,0,12,2
54,2026-01-02,4,1,2
54,2026-01-30,4,1,1
54,2026-02-28,5,2,3
55,2024-05-08,2,5,2
55,2024-05-28,1,5,2
55,2024-07-04,3,7,4
55,2024-09-28,5,9,4
55,2024-10-27,6,10,4
55,2024-11-24,6,11,4
55,2024-11-28,3,11,2
55,2024-12-19,3,12,2
55,2025-01-05,6,1,4
55,2025-01-29,2,1,4
55,2025-02-26,2,2,3
55,2025-03-03,0,3,4
55,2025-06-02,0,6,3
55,2025-07-03,3,7,2
55,2025-07-11,4,7,3
55,2025-07-30,2,7,3
55,2025-08-10,6,8,4
55,2025-08-12,1,8,1
55,2025-08-16,5,8,6
55,2025-10-07,1,10,1
55,2025-10-31,4,10,2
55,2025-11-05,2,11,4
55,2025-12-07,6,12,3
55,2026-03-04,2,3,1
55,2026-03-10,1,3,1
56,2024-04-03,2,4,1
56,2024-04-16,1,4,3
56,2024-04-29,0,4,2
56,2024-05-09,3,5,1
56,2024-05-10,4,5,2
56,2024-06-27,3,6,4
56,2024-07-09,1,7,4
56,2024-07-28,6,7,4
56,2024-08-26,0,8,2
56,2024-09-01,6,9,1
56,2024-09-16,0,9,2
56,2024-09-21,5,9,2
56,2024-10-25,4,10,3
56,2024-11-18,0,11,3
56,2024-12-17,1,12,1
56,2024-12-23,0,12,3
56,2024-12-28,5,12,1
56,2025-02-23,6,2,2
56,2025-04-23,2,4,1
56,2025-05-01,3,5,4
56,2025-05-08,3,5,3
56,2025-06-03,1,6,3
56,2025-09-06,5,9,5
56,2025-09-16,1,9,2
56,2025-10-02,3,10,4
56,2025-10-05,6,10,2
56,2025-12-22,0,12,4
56,2025-12-29,0,12,2
56,2026-02-04,2,2,3
57,2024-03-26,1,3,1
57,2024-04-17,2,4,1
57,2024-04-23,1,4,2
57,2024-07-12,4,7,2
57,2024-09-13,4,9,2
57,2024-10-22,1,10,3
57,2024-10-28,0,10,2
57,2024-11-09,5,11,3
57,2024-11-11,0,11,2
57,2024-12-17,1,12,2
57,2025-01-07,1,1,3
57,2025-01-22,2,1,1
57,2025-03-11,1,3,4
57,2025-08-22,4,8,2
57,2025-08-29,4,8,3
57,2025-09-09,1,9,3
57,2025-09-25,3,9,1
57,2025-11-15,5,11,1
57,2025-11-29,5,11,3
57,2026-01-14,2,1,2
57,2026-02-12,3,2,2
57,2026-03-04,2,3,4
58,2024-03-25,0,3,2
58,2024-03-26,1,3,1
58,2024-04-20,5,4,3
58,2024-04-27,5,4,1
58,2024-05-14,1,5,4
58,2024-07-10,2,7,4
58,2024-10-16,2,10,1
58,2024-10-24,3,10,4
58,2024-10-26,5,10,4
58,2024-11-30,5,11,1
58,2025-01-05,6,1,1
58,2025-02-02,6,2,3
58,2025-03-05,2,3,4
58,2025-06-07,5,6,2
58,2025-06-21,5,6,3
58,2025-09-12,4,9,2
58,2025-11-12,2,11,3
58,2026-01-13,1,1,4
58,2026-02-02,0,2,4
58,2026-02-13,4,2,3
58,2026-02-19,3,2,2
59,2024-04-11,3,4,1
59,2024-05-04,5,5,3
59,2024-07-02,1,7,2
59,2024-07-19,4,7,3
59,2024-08-09,4,8,3
59,2024-09-01,6,9,2
59,2025-01-03,4,1,4
59,2025-01-13,0,1,1
59,2025-01-19,6,1,3
59,2025-02-17,0,2,3
59,2025-03-23,6,3,3
59,2025-04-10,3,4,3
59,2025-06-14,5,6,3
59,2025-08-11,0,8,2
59,2025-08-16,5,8,1
59,2025-08-17,6,8,3
59,2025-09-22,0,9,1
59,2025-11-18,1,11,2
59,2025-11-23,6,11,1
59,2025-12-11,3,12,3
59,2025-12-24,2,12,4
60,2024-04-08,0,4,1
60,2024-05-08,2,5,4
60,2024-07-30,1,7,1
60,2024-08-12,0,8,1
60,2024-08-20,1,8,4
60,2024-10-14,0,10,1
60,2025-01-27,0,1,4
60,2025-01-28,1,1,4
60,2025-02-12,2,2,5
60,2025-03-17,0,3,2
60,2025-03-18,1,3,3
60,2025-04-13,6,4,4
60,2025-04-24,3,4,3
60,2025-08-02,5,8,2
60,2025-09-13,5,9,2
60,2025-09-22,0,9,2
60,2025-10-07,1,10,3
60,2025-10-19,6,10,4
60,2025-10-28,1,10,4
60,2025-11-09,6,11,3
60,2025-11-10,0,11,3
60,2025-11-13,3,11,2
60,2025-12-16,1,12,1
60,2026-02-09,0,2,3
60,2026-02-26,3,2,2
61,2024-03-21,3,3,3
61,2024-03-31,6,3,3
61,2024-04-03,2,4,3
61,2024-04-12,4,4,4
61,2024-04-17,2,4,2
61,2024-07-16,1,7,4
61,2024-08-02,4,8,3
61,2024-08-15,3,8,3
61,2024-12-29,6,12,3
61,2025-01-31,4,1,3
61,2025-02-08,5,2,4
61,2025-02-16,6,2,1
61,2025-09-02,1,9,3
61,2025-10-02,3,10,2
61,2025-10-07,1,10,2
61,2025-10-28,1,10,3
61,2025-11-14,4,11,1
61,2026-02-04,2,2,2
61,2026-03-01,6,3,1
62,2024-03-12,1,3,4
62,2024-03-31,6,3,2
62,2024-05-12,6,5,3
62,2024-07-07,6,7,3
62,2024-07-19,4,7,3
62,2024-08-07,2,8,1
62,2024-09-15,6,9,3
62,2024-12-26,3,12,3
62,2024-12-30,0,12,3
62,2025-03-19,2,3,1
62,2025-04-15,1,4,4
62,2025-06-16,0,6,2
62,2025-09-04,3,9,3
62,2025-09-21,6,9,1
62,2025-10-15,2,10,2
62,2025-11-01,5,11,4
62,2025-12-10,2,12,4
62,2025-12-22,0,12,3
62,2026-01-01,3,1,3
62,2026-01-21,2,1,3
62,2026-01-29,3,1,4
62,2026-02-21,5,2,1
63,2024-04-18,3,4,3
63,2024-04-29,0,4,4
63,2024-05-23,3,5,2
63,2024-06-19,2,6,3
63,2024-06-26,2,6,3
63,2024-07-17,2,7,2
63,2024-07-28,6,7,4
63,2024-07-30,1,7,4
63,2024-09-19,3,9,4
63,2024-10-18,4,10,2
63,2024-10-22,1,10,4
63,2024-11-05,1,11,1
63,2024-11-26,1,11,2
63,2024-12-13,4,12,1
63,2025-01-28,1,1,3
63,2025-03-04,1,3,4
63,2025-03-17,0,3,1
63,2025-03-27,3,3,2
63,2025-05-11,6,5,4
63,2025-08-26,1,8,4
63,2025-09-16,1,9,2
63,2025-10-09,3,10,4
63,2025-11-06,3,11,4
63,2025-11-18,1,11,1
63,2025-12-14,6,12,4
63,2025-12-25,3,12,2
63,2026-02-26,3,2,1
63,2026-03-02,0,3,1
64,2024-04-26,4,4,1
64,2024-05-20,0,5,4
64,2024-05-21,1,5,4
64,2024-08-03,5,8,2
64,2024-08-27,1,8,3
64,2024-09-02,0,9,1
64,2024-11-30,5,11,4
64,2024-12-08,6,12,4
64,2025-01-05,6,1,2
64,2025-01-19,6,1,1
64,2025-04-12,5,4,3
64,2025-05-04,6,5,4
64,2025-05-17,5,5,1
64,2025-07-07,0,7,4
64,2025-08-20,2,8,1
64,2025-09-06,5,9,1
64,2025-11-28,4,11,3
64,2026-01-16,4,1,3
64,2026-01-19,0,1,4
65,2024-04-30,1,4,3
65,2024-06-22,5,6,2
65,2024-06-26,2,6,4
65,2024-07-02,1,7,1
65,2024-07-30,1,7,3
65,2024-08-10,5,8,1
65,2024-09-15,6,9,4
65,2024-10-17,3,10,4
65,2024-10-30,2,10,2
65,2024-12-07,5,12,2
65,2024-12-10,1,12,1
65,2025-01-26,6,1,7
65,2025-03-11,1,3,4
65,2025-03-12,2,3,4
65,2025-03-20,3,3,4
65,2025-03-21,4,3,2
65,2025-04-28,0,4,4
65,2025-04-29,1,4,3
65,2025-06-03,1,6,2
65,2025-07-03,3,7,4
65,2025-09-16,1,9,3
65,2025-10-19,6,10,1
65,2025-10-20,0,10,2
65,2025-12-26,4,12,4
65,2026-02-11,2,2,1
66,2024-03-22,4,3,3
66,2024-05-17,4,5,4
66,2024-07-19,4,7,3
66,2024-09-25,2,9,4
66,2024-10-10,3,10,3
66,2024-10-23,2,10,2
66,2024-11-25,0,11,3
66,2024-12-11,2,12,2
66,2025-01-07,1,1,1
66,2025-02-19,2,2,2
66,2025-03-25,1,3,2
66,2025-04-28,0,4,3
66,2025-05-10,5,5,1
66,2025-05-11,6,5,4
66,2025-05-20,1,5,3
66,2025-06-04,2,6,3
66,2025-06-10,1,6,3
66,2025-07-30,2,7,3
66,2025-08-08,4,8,3
66,2025-10-22,2,10,2
66,2025-11-10,0,11,2
66,2026-03-07,5,3,3
66,2026-03-09,0,3,1
67,2024-03-22,4,3,1
67,2024-03-23,5,3,4
67,2024-05-30,3,5,4
67,2024-06-18,1,6,4
67,2024-06-25,1,6,3
67,2024-08-27,1,8,3
67,2024-09-16,0,9,4
67,2024-09-20,4,9,1
67,2024-10-08,1,10,1
67,2024-10-11,4,10,2
67,2024-11-28,3,11,4
67,2024-12-26,3,12,2
67,2025-02-05,2,2,3
67,2025-02-23,6,2,3
67,2025-06-27,4,6,2
67,2025-08-26,1,8,2
67,2025-09-09,1,9,4
67,2025-10-13,0,10,2
67,2025-10-25,5,10,2
67,2025-11-23,6,11,3
68,2024-03-21,3,3,2
68,2024-04-13,5,4,1
68,2024-05-03,4,5,1
68,2024-06-16,6,6,4
68,2024-07-05,4,7,4
68,2024-07-14,6,7,3
68,2024-07-28,6,7,1
68,2024-08-07,2,8,4
68,2024-10-20,6,10,2
68,2024-11-25,0,11,4
68,2024-12-22,6,12,3
68,2025-01-19,6,1,1
68,2025-03-16,6,3,3
68,2025-05-11,6,5,2
68,2025-05-14,2,5,3
68,2025-08-01,4,8,4
68,2025-08-12,1,8,3
68,2025-08-15,4,8,1
68,2025-09-13,5,9,1
68,2025-10-01,2,10,2
68,2025-10-13,0,10,3
68,2025-10-28,1,10,3
68,2025-12-10,2,12,4
68,2026-02-24,1,2,2
69,2024-03-10,6,3,3
69,2024-03-16,5,3,2
69,2024-03-23,5,3,4
69,2024-04-04,3,4,3
69,2024-04-08,0,4,1
69,2024-05-02,3,5,3
69,2024-05-03,4,5,4
69,2024-05-30,3,5,3
69,2024-06-04,1,6,3
69,2024-06-06,3,6,4
69,2024-06-19,2,6,4
69,2024-07-12,4,7,3
69,2024-08-14,2,8,2
69,2024-08-24,5,8,1
69,2024-09-12,3,9,2
69,2024-11-01,4,11,3
69,2024-11-18,0,11,2
69,2024-11-22,4,11,2
69,2025-02-27,3,2,1
69,2025-04-27,6,4,4
69,2025-05-27,1,5,3
69,2025-06-03,1,6,1
69,2025-06-23,0,6,4
69,2025-07-03,3,7,4
69,2025-07-07,0,7,3
69,2025-08-31,6,8,2
69,2025-09-28,6,9,2
69,2025-11-10,0,11,2
69,2025-11-30,6,11,3
69,2025-12-15,0,12,1
69,2026-03-02,0,3,2
70,2024-03-13,2,3,3
70,2024-03-29,4,3,4
70,2024-04-27,5,4,1
70,2024-06-11,1,6,1
70,2024-06-15,5,6,1
70,2024-07-16,1,7,2
70,2024-07-23,1,7,2
70,2024-08-06,1,8,4
70,2024-08-17,5,8,4
70,2024-09-26,3,9,3
70,2024-10-09,2,10,1
70,2024-10-25,4,10,1
70,2024-11-17,6,11,3
70,2025-01-26,6,1,3
70,2025-01-29,2,1,1
70,2025-02-13,3,2,2
70,2025-02-14,4,2,3
70,2025-02-27,3,2,4
70,2025-03-16,6,3,1
70,2025-03-19,2,3,4
70,2025-04-07,0,4,1
70,2025-07-21,0,7,2
70,2025-08-24,6,8,1
70,2025-09-21,6,9,3
70,2025-10-06,0,10,1
70,2025-11-16,6,11,3
70,2025-11-26,2,11,1
70,2025-11-30,6,11,1
70,2026-01-14,2,1,2
70,2026-01-19,0,1,2
70,2026-02-19,3,2,4
70,2026-02-26,3,2,3
71,2024-03-18,0,3,3
71,2024-05-24,4,5,1
71,2024-06-13,3,6,1
71,2024-07-07,6,7,3
71,2024-07-10,2,7,2
71,2024-07-11,3,7,4
71,2024-07-16,1,7,3
71,2024-10-10,3,10,4
71,2024-11-08,4,11,1
71,2025-01-05,6,1,3
71,2025-01-08,2,1,4
71,2025-01-29,2,1,1
71,2025-02-11,1,2,1
71,2025-02-13,3,2,3
71,2025-03-18,1,3,3
71,2025-06-03,1,6,3
71,2025-06-06,4,6,3
71,2025-06-07,5,6,3
71,2025-08-18,0,8,2
71,2025-10-13,0,10,3
71,2025-10-21,1,10,4
71,2025-10-22,2,10,4
71,2025-11-07,4,11,1
71,2026-01-19,0,1,1
71,2026-03-09,0,3,4
72,2024-03-17,6,3,2
72,2024-07-26,4,7,4
72,2024-10-17,3,10,1
72,2024-12-10,1,12,4
72,2024-12-31,1,12,1
72,2025-01-30,3,1,2
72,2025-02-12,2,2,3
72,2025-02-17,0,2,3
72,2025-03-14,4,3,1
72,2025-05-06,1,5,1
72,2025-06-01,6,6,2
72,2025-06-14,5,6,2
72,2025-06-18,2,6,1
72,2025-09-14,6,9,4
72,2025-10-04,5,10,4
72,2025-11-26,2,11,2
72,2025-12-20,5,12,3
72,2025-12-23,1,12,3
72,2026-01-20,1,1,2
72,2026-02-15,6,2,4
72,2026-02-20,4,2,1
73,2024-04-25,3,4,2
73,2024-04-26,4,4,1
73,2024-05-17,4,5,2
73,2024-05-22,2,5,3
73,2024-06-16,6,6,1
73,2024-07-02,1,7,3
73,2024-09-08,6,9,2
73,2024-09-30,0,9,3
73,2024-11-13,2,11,2
73,2024-11-17,6,11,1
73,2024-11-24,6,11,2
73,2024-11-27,2,11,4
73,2024-12-23,0,12,4
73,2024-12-29,6,12,1
73,2025-03-11,1,3,3
73,2025-05-06,1,5,4
73,2025-08-05,1,8,3
73,2025-08-09,5,8,3
73,2025-08-15,4,8,1
73,2025-11-16,6,11,4
73,2025-12-12,4,12,4
73,2025-12-14,6,12,4
73,2026-01-04,6,1,1
73,2026-01-25,6,1,4
73,2026-02-25,2,2,3
73,2026-03-10,1,3,4
74,2024-05-02,3,5,2
74,2024-05-11,5,5,3
74,2024-09-04,2,9,2
74,2024-10-22,1,10,1
74,2024-12-13,4,12,4
74,2024-12-16,0,12,4
74,2025-01-02,3,1,2
74,2025-01-13,0,1,2
74,2025-05-19,0,5,4
74,2025-06-08,6,6,1
74,2025-06-10,1,6,3
74,2025-08-26,1,8,2
74,2025-09-16,1,9,2
74,2025-09-29,0,9,2
74,2025-11-02,6,11,4
74,2025-12-09,1,12,2
74,2026-01-20,1,1,2
74,2026-01-28,2,1,2
75,2024-05-23,3,5,3
75,2024-06-29,5,6,1
75,2024-07-19,4,7,1
75,2024-07-22,0,7,2
75,2024-08-27,1,8,2
75,2024-09-11,2,9,3
75,2024-10-14,0,10,2
75,2024-12-14,5,12,4
75,2024-12-29,6,12,1
75,2025-02-04,1,2,3
75,2025-04-28,0,4,1
75,2025-05-08,3,5,4
75,2025-06-23,0,6,3
75,2025-07-25,4,7,3
75,2025-08-25,0,8,1
75,2025-09-14,6,9,1
75,2025-10-13,0,10,2
75,2025-11-24,0,11,4
75,2025-12-26,4,12,1
75,2026-02-12,3,2,4
75,2026-03-05,3,3,2
76,2024-03-22,4,3,4
76,2024-04-06,5,4,1
76,2024-04-23,1,4,1
76,2024-05-03,4,5,3
76,2024-05-29,2,5,3
76,2024-09-03,1,9,2
76,2024-11-20,2,11,1
76,2024-12-11,2,12,3
76,2025-02-02,6,2,4
76,2025-02-10,0,2,2
76,2025-02-14,4,2,3
76,2025-02-27,3,2,2
76,2025-04-18,4,4,2
76,2025-05-06,1,5,3
76,2025-05-12,0,5,1
76,2025-07-14,0,7,1
76,2025-07-23,2,7,2
76,2025-08-23,5,8,4
76,2025-11-24,0,11,2
76,2026-01-02,4,1,1
77,2024-03-12,1,3,1
77,2024-03-19,1,3,2
77,2024-03-24,6,3,4
77,2024-04-20,5,4,1
77,2024-05-03,4,5,3
77,2024-06-26,2,6,4
77,2024-07-23,1,7,3
77,2024-09-06,4,9,1
77,2024-10-10,3,10,1
77,2024-11-02,5,11,3
77,2024-12-13,4,12,2
77,2024-12-28,5,12,3
77,2025-02-05,2,2,1
77,2025-02-12,2,2,1
77,2025-03-14,4,3,1
77,2025-06-29,6,6,1
77,2025-07-04,4,7,3
77,2025-09-04,3,9,4
77,2025-09-13,5,9,3
77,2025-09-24,2,9,2
77,2025-10-04,5,10,4
77,2025-10-07,1,10,4
77,2025-11-05,2,11,1
77,2025-11-12,2,11,3
77,2026-01-05,0,1,2
77,2026-02-21,5,2,4
78,2024-03-17,6,3,3
78,2024-06-21,4,6,4
78,2024-06-30,6,6,1
78,2024-07-02,1,7,4
78,2024-08-16,4,8,1
78,2024-09-02,0,9,3
78,2024-10-15,1,10,2
78,2024-10-22,1,10,1
78,2024-10-23,2,10,2
78,2024-11-06,2,11,3
78,2024-12-18,2,12,2
78,2025-02-10,0,2,3
78,2025-02-24,0,2,1
78,2025-02-27,3,2,3
78,2025-04-26,5,4,2
78,2025-04-29,1,4,1
78,2025-05-12,0,5,4
78,2025-06-08,6,6,2
78,2025-08-05,1,8,4
78,2025-09-18,3,9,4
