order_id,user_id,product_id,order_date,quantity
931,46,71,2024-11-08,1
932,405,22,2024-03-25,3
933,28,66,2025-06-04,3
934,170,162,2026-02-06,4
935,366,27,2025-11-30,2
936,284,199,2025-03-01,2
937,196,145,2025-04-10,1
938,361,11,2024-05-23,1
939,469,63,2025-12-14,4
940,305,183,2025-02-02,3
941,325,159,2025-11-14,3
942,123,101,2024-12-10,3
943,239,78,2025-09-18,4
944,208,175,2025-03-09,4
945,154,183,2025-10-31,3
946,64,178,2024-08-04,2
947,137,48,2024-08-01,2
948,442,58,2026-02-13,3
949,330,94,2024-05-13,3
950,264,149,2024-12-15,2
951,160,5,2026-02-15,2
952,171,173,2025-09-09,4
953,180,114,2025-04-28,1
954,55,151,2025-07-29,1
955,361,185,2024-12-05,1
956,167,43,2025-08-11,4
957,288,159,2025-12-10,2
958,487,31,2024-12-03,3
959,234,29,2026-02-25,1
960,305,113,2024-07-17,4
961,195,154,2024-03-15,4
962,95,174,2025-01-20,4
963,354,183,2025-06-25,2
964,442,42,2024-06-13,4
965,395,30,2025-10-03,2
966,275,157,2025-12-28,1
967,13,154,2024-09-17,3
968,251,87,2025-06-13,4
969,218,52,2025-06-02,1
970,207,90,2025-04-01,2
971,288,199,2024-10-17,3
972,59,61,2025-10-07,2
973,415,79,2025-02-05,1
974,391,23,2025-01-31,2
975,223,146,2024-10-16,1
976,468,107,2024-07-02,1
977,115,62,2025-11-01,4
978,360,160,2025-09-16,2
979,289,176,2024-08-22,1
980,83,167,2024-12-07,2
981,48,72,2025-06-14,2
982,472,198,2026-01-19,1
983,17,138,2024-08-19,2
984,225,73,2026-03-10,4
985,225,50,2025-12-17,3
986,246,32,2025-01-11,4
987,420,190,2026-03-01,4
988,494,184,2024-06-04,4
989,201,58,2024-04-20,3
990,287,170,2024-04-16,1
991,440,176,2024-08-23,2
992,34,55,2025-08-12,1
993,169,8,2025-11-03,1
994,157,112,2024-06-05,2
995,139,195,2024-04-20,4
996,57,159,2026-02-14,1
997,138,193,2025-06-28,4
998,421,179,2024-05-29,2
999,290,182,2025-05-07,4
1000,253,43,2024-10-31,2
1001,44,82,2025-01-10,2
1002,391,98,2025-04-18,2
1003,285,100,2024-04-17,3
1004,207,180,2025-07-15,1
1005,43,82,2025-04-23,2
1006,211,4,2025-10-03,3
1007,440,157,2024-11-16,4
1008,492,63,2025-05-11,4
1009,492,106,2025-11-07,2
1010,402,146,2024-10-11,3
1011,93,196,2025-01-07,2
1012,426,79,2025-03-25,4
1013,377,94,2024-05-26,3
1014,52,94,2025-01-12,3
1015,45,114,2024-10-12,4
1016,20,57,2025-01-07,3
1017,308,83,2025-02-21,4
1018,392,86,2025-05-28,2
1019,73,98,2026-03-06,4
1020,301,7,2025-10-03,4
1021,71,130,2025-08-08,1
1022,388,183,2024-05-02,3
1023,477,83,2025-04-22,2
1024,442,12,2024-03-26,4
1025,98,50,2024-05-18,2
1026,112,50,2025-06-19,1
1027,100,191,2025-12-11,1
1028,376,153,2024-11-06,4
1029,241,63,2024-05-23,2
1030,198,175,2024-06-28,4
1031,375,6,2024-11-26,4
1032,232,124,2024-04-25,4
1033,424,51,2024-08-28,4
1034,158,196,2025-01-23,3
1035,435,137,2026-02-01,2
1036,141,123,2025-07-12,4
1037,351,13,2025-12-28,1
1038,395,50,2024-11-25,1
1039,450,47,2024-08-08,4
1040,426,47,2025-11-20,1
1041,366,109,2025-12-16,1
1042,362,92,2024-07-28,4
1043,169,176,2024-09-14,3
1044,500,22,2024-05-18,4
1045,103,50,2025-12-20,3
1046,295,82,2024-11-19,3
1047,346,38,2025-01-30,3
1048,296,48,2024-05-25,4
1049,404,158,2025-10-03,1
1050,79,82,2026-02-05,4
1051,48,115,2025-08-21,4
1052,51,197,2024-04-08,3
1053,123,134,2025-09-08,4
1054,113,79,2025-07-12,4
1055,468,114,2025-10-31,3
1056,399,115,2025-08-05,3
1057,414,178,2024-05-27,3
1058,336,78,2024-12-18,2
1059,113,37,2024-08-18,1
1060,229,148,2024-11-07,4
1061,396,96,2024-08-09,2
1062,325,60,2025-09-22,2
1063,168,145,2024-12-06,3
1064,185,21,2026-02-02,2
1065,199,6,2024-09-29,4
1066,467,87,2026-02-07,2
1067,382,145,2024-08-01,3
1068,430,59,2025-01-19,3
1069,285,98,2024-10-26,1
1070,162,186,2025-06-09,4
1071,82,20,2024-05-20,4
1072,75,173,2025-11-13,3
1073,282,11,2025-08-11,4
1074,299,64,2025-09-06,1
1075,257,177,2025-12-24,3
1076,303,35,2024-07-25,4
1077,247,178,2025-05-06,2
1078,251,122,2025-04-22,4
1079,150,172,2025-11-11,2
1080,441,90,2024-10-06,3
1081,415,196,2025-10-12,2
1082,287,140,2026-02-05,3
1083,452,141,2025-10-16,2
1084,457,107,2026-01-24,4
1085,23,147,2025-11-29,4
1086,240,36,2024-12-02,1
1087,18,74,2024-09-04,2
1088,431,129,2024-11-01,4
1089,62,44,2025-03-04,1
1090,25,58,2025-03-05,4
1091,441,196,2024-06-16,2
1092,387,16,2024-06-29,2
1093,366,24,2025-04-15,1
1094,438,78,2024-11-06,3
1095,303,155,2025-01-06,2
1096,259,140,2025-07-30,1
1097,412,108,2025-01-02,3
1098,80,148,2024-08-17,3
1099,72,121,2026-03-05,4
1100,325,22,2024-06-01,2
1101,47,110,2025-12-26,4
1102,473,182,2024-04-05,1
1103,2,48,2026-02-14,1
1104,95,195,2024-06-18,1
1105,445,133,2024-10-11,3
1106,188,91,2025-07-23,4
1107,441,171,2024-06-23,4
1108,453,37,2024-03-27,3
1109,103,81,2025-05-11,4
1110,454,174,2025-01-13,1
1111,405,75,2024-08-27,2
1112,235,67,2025-02-23,3
1113,272,140,2024-05-12,3
1114,400,145,2024-06-23,3
1115,445,165,2025-10-17,4
1116,426,15,2026-02-23,3
1117,99,2,2025-08-05,3
1118,72,21,2024-04-15,1
1119,417,150,2024-12-21,2
1120,130,151,2025-05-21,2
1121,142,193,2025-03-10,1
1122,329,82,2024-05-01,3
1123,100,39,2026-03-01,2
1124,248,150,2025-10-13,4
1125,270,117,2024-03-26,3
1126,18,99,2026-03-08,1
1127,385,79,2025-06-06,2
1128,168,137,2025-02-06,3
1129,178,186,2025-02-05,3
1130,89,128,2025-02-06,1
1131,148,14,2025-05-09,4
1132,228,150,2025-06-21,2
1133,172,155,2025-09-01,3
1134,47,184,2025-03-30,2
1135,198,102,2026-01-27,3
1136,470,9,2025-01-08,4
1137,352,193,2024-11-02,3
1138,233,162,2026-03-05,4
1139,49,27,2024-07-21,4
1140,418,184,2026-02-19,1
1141,429,164,2024-10-18,1
1142,317,195,2025-11-22,2
1143,405,142,2025-02-06,4
1144,429,8,2024-12-07,2
1145,376,127,2025-07-29,3
1146,247,180,2025-05-11,2
1147,107,9,2024-12-03,4
1148,174,81,2024-05-16,3
1149,159,198,2026-02-26,1
1150,468,119,2025-08-21,2
1151,59,17,2026-01-01,4
1152,56,173,2024-09-04,2
1153,400,79,2024-08-12,4
1154,73,154,2024-09-01,2
1155,221,5,2024-07-25,3
1156,369,24,2024-11-12,1
1157,464,16,2024-06-30,2
1158,232,181,2025-04-06,1
1159,30,110,2025-07-22,3
1160,312,74,2025-05-19,4
1161,451,34,2025-08-05,3
1162,251,2,2025-10-18,2
1163,320,135,2025-12-18,2
1164,378,82,2025-11-13,3
1165,159,61,2025-02-16,1
1166,386,4,2025-07-28,3
1167,286,26,2026-02-09,1
1168,348,8,2024-08-25,1
1169,386,176,2025-07-14,4
1170,284,165,2025-06-10,3
1171,460,145,2024-12-25,1
1172,418,182,2024-08-10,2
1173,264,83,2024-04-16,1
1174,139,196,2025-11-07,4
1175,397,197,2025-02-16,3
1176,193,92,2026-03-09,1
1177,418,69,2024-05-02,3
1178,432,157,2024-09-08,2
1179,36,150,2025-03-19,3
1180,75,132,2025-08-17,1
1181,97,193,2025-12-22,2
1182,379,4,2024-08-07,3
1183,152,6,2025-07-06,1
1184,179,190,2025-07-01,4
1185,47,132,2024-05-12,4
1186,6,186,2025-05-15,1
1187,180,56,2024-12-17,1
1188,172,182,2025-05-06,3
1189,90,183,2024-06-03,2
1190,85,27,2025-01-09,2
1191,138,199,2024-11-05,3
1192,150,15,2025-05-09,2
1193,330,87,2024-04-16,3
1194,304,22,2025-06-21,1
1195,211,74,2024-05-02,2
1196,283,167,2024-08-07,2
1197,444,40,2025-02-06,2
1198,461,104,2025-01-26,4
1199,194,89,2025-12-07,4
1200,248,20,2025-01-16,3
1201,105,9,2025-12-31,1
1202,344,176,2025-11-28,3
1203,208,190,2025-07-07,1
1204,236,188,2025-07-11,1
1205,174,25,2025-04-07,3
1206,452,3,2026-02-04,3
1207,494,65,2025-12-26,4
1208,139,119,2025-02-28,1
1209,327,15,2025-02-15,4
1210,467,89,2024-10-28,1
1211,208,83,2024-04-06,3
1212,342,153,2025-02-27,4
1213,261,90,2024-08-21,1
1214,360,164,2024-07-15,3
1215,130,159,2026-02-16,3
1216,21,188,2024-09-01,1
1217,461,196,2024-11-16,2
1218,82,17,2025-01-20,2
1219,398,18,2025-11-12,3
1220,380,189,2024-04-13,1
1221,488,159,2024-12-24,1
1222,307,188,2025-05-04,4
1223,355,49,2025-04-22,3
1224,22,110,2025-11-04,4
1225,87,158,2024-06-09,4
1226,150,42,2025-11-06,2
1227,106,180,2025-10-06,3
1228,268,84,2025-11-02,1
1229,213,129,2024-06-07,4
1230,79,156,2024-11-23,2
1231,58,24,2024-11-18,4
1232,173,114,2024-04-06,2
1233,494,11,2024-06-13,2
1234,146,19,2025-01-05,4
1235,462,133,2026-03-04,4
1236,11,6,2025-10-04,3
1237,40,67,2025-02-05,3
1238,455,106,2025-05-17,2
1239,170,5,2024-04-11,2
1240,46,142,2025-08-15,1
1241,299,89,2024-03-28,4
1242,442,12,2024-07-12,4
1243,39,147,2025-04-29,1
1244,145,41,2025-04-23,4
1245,48,158,2025-06-18,1
1246,170,52,2024-10-11,4
1247,460,192,2026-02-17,3
1248,180,140,2025-02-11,4
1249,74,155,2025-06-08,2
1250,114,145,2024-11-16,2
1251,13,80,2024-10-19,4
1252,256,110,2025-12-07,2
1253,33,37,2024-05-08,2
1254,384,54,2025-09-28,2
1255,197,112,2025-07-26,4
1256,401,56,2025-10-05,2
1257,258,20,2024-10-01,1
1258,451,160,2024-05-15,1
1259,43,31,2025-05-08,2
1260,362,186,2026-01-17,4
1261,73,52,2025-02-06,1
1262,85,171,2025-05-21,1
1263,8,38,2024-03-25,3
1264,405,140,2024-03-17,4
1265,255,102,2025-05-08,2
1266,164,190,2024-04-08,3
1267,127,67,2025-11-23,3
1268,272,178,2025-01-07,4
1269,308,159,2025-05-24,3
1270,35,82,2025-06-28,2
1271,438,147,2024-10-15,3
1272,203,74,2025-01-13,2
1273,336,138,2025-08-25,3
1274,195,155,2024-12-29,4
1275,169,80,2025-10-27,3
1276,317,107,2025-04-14,1
1277,23,8,2024-04-08,4
1278,492,144,2025-11-24,3
1279,352,100,2025-08-14,2
1280,178,110,2025-07-29,3
1281,339,4,2025-09-21,1
1282,51,138,2024-08-16,2
1283,413,43,2024-10-30,4
1284,124,108,2024-07-23,3
1285,441,191,2024-03-22,3
1286,256,45,2024-09-06,4
1287,133,130,2025-01-14,1
1288,196,159,2024-06-29,1
1289,346,159,2025-04-22,4
1290,288,83,2024-11-01,3
1291,205,86,2024-03-29,3
1292,321,11,2025-12-12,1
1293,9,149,2025-01-10,1
1294,184,24,2025-01-15,1
1295,256,148,2024-12-05,2
1296,406,98,2024-11-04,1
1297,100,63,2024-06-19,3
1298,266,2,2024-05-16,4
1299,367,78,2024-06-21,4
1300,456,149,2025-11-16,3
1301,243,11,2025-08-02,1
1302,15,163,2025-03-22,2
1303,428,130,2025-07-14,4
1304,171,83,2024-12-07,2
1305,357,176,2024-04-03,3
1306,183,66,2024-09-25,4
1307,64,31,2025-10-29,1
1308,231,57,2025-03-11,4
1309,20,18,2025-03-15,3
1310,195,51,2026-02-15,4
1311,304,171,2024-10-16,2
1312,146,113,2025-08-18,1
1313,115,194,2024-10-11,4
1314,168,114,2024-03-27,2
1315,339,80,2025-10-13,2
1316,388,14,2025-01-19,1
1317,421,37,2024-11-19,3
1318,208,78,2025-02-10,3
1319,39,47,2025-12-12,3
1320,34,186,2025-11-13,3
1321,297,115,2025-06-07,4
1322,441,44,2024-08-02,4
1323,259,13,2025-05-23,2
1324,407,112,2025-11-03,1
1325,185,32,2024-04-19,1
1326,27,49,2024-06-11,2
1327,433,79,2024-05-30,2
1328,428,136,2026-02-12,3
1329,322,36,2025-04-29,2
1330,350,96,2025-08-05,3
1331,407,94,2024-07-11,2
1332,77,130,2024-12-18,2
1333,257,137,2024-07-25,4
1334,427,34,2026-01-14,3
1335,166,106,2025-09-20,4
1336,346,169,2025-01-21,4
1337,264,15,2024-03-11,4
1338,314,13,2025-07-25,4
1339,155,142,2025-01-31,2
1340,257,54,2025-12-01,2
1341,219,94,2025-04-06,1
1342,299,7,2024-07-13,2
1343,74,154,2025-03-15,4
1344,97,179,2025-02-11,1
1345,294,103,2025-05-25,2
1346,373,129,2024-11-30,4
1347,109,76,2024-05-03,3
1348,403,145,2024-06-04,1
1349,359,17,2026-02-15,4
1350,2,165,2024-08-26,1
1351,356,71,2024-07-11,4
1352,125,107,2024-04-23,4
1353,347,192,2024-08-19,2
1354,283,139,2025-04-17,1
1355,422,1,2024-07-11,3
1356,324,4,2025-07-24,4
1357,67,102,2025-02-13,4
1358,424,111,2024-03-29,3
1359,13,134,2024-07-28,4
1360,236,99,2024-08-31,3
1361,328,90,2024-07-06,4
1362,378,36,2024-11-27,1
1363,424,19,2024-09-13,1
1364,357,156,2026-01-05,2
1365,454,83,2024-11-25,4
1366,489,132,2025-09-23,3
1367,151,173,2024-12-13,1
1368,486,126,2024-09-14,4
1369,97,132,2024-09-22,3
1370,371,158,2024-05-03,2
1371,358,168,2026-03-07,4
1372,494,61,2024-03-21,3
1373,484,56,2024-09-01,1
1374,192,156,2024-11-08,1
1375,226,190,2025-01-09,2
1376,243,88,2024-08-16,2
1377,249,27,2024-03-25,3
1378,414,172,2025-01-07,1
1379,193,183,2025-06-30,2
1380,99,110,2025-04-13,1
1381,461,137,2024-04-27,2
1382,445,14,2024-03-20,4
1383,162,67,2024-06-18,4
1384,410,11,2024-08-21,3
1385,7,125,2024-03-27,3
1386,356,109,2024-11-20,4
1387,385,138,2024-09-22,3
1388,332,189,2024-11-17,2
1389,38,90,2025-11-19,3
1390,127,38,2024-07-18,2
1391,270,104,2024-09-05,2
1392,43,183,2024-10-05,4
1393,301,120,2024-09-16,3
1394,219,99,2025-05-04,1
1395,3,36,2026-01-23,3
1396,241,82,2025-05-17,1
1397,294,42,2025-02-20,2
1398,466,128,2024-09-09,4
1399,415,48,2025-01-30,2
1400,183,81,2025-07-09,1
1401,177,54,2025-05-06,3
1402,23,187,2024-08-29,4
1403,242,57,2025-11-29,3
1404,77,193,2025-05-27,4
1405,468,122,2025-01-03,2
1406,372,151,2024-10-17,4
1407,50,196,2025-04-30,4
1408,327,80,2024-06-12,1
1409,224,44,2025-02-15,3
1410,198,188,2025-11-02,3
1411,210,142,2025-09-28,1
1412,167,2,2025-07-19,4
1413,452,18,2025-10-18,1
1414,199,16,2024-08-14,1
1415,355,179,2025-07-06,4
1416,88,117,2024-12-19,3
1417,386,190,2024-07-20,4
1418,399,132,2025-02-04,4
1419,220,102,2025-12-29,3
1420,83,181,2025-12-01,2
1421,381,53,2025-02-15,1
1422,308,15,2026-02-15,1
1423,357,21,2025-01-07,2
1424,265,113,2026-01-18,1
1425,1,95,2025-11-01,2
1426,176,187,2024-07-22,2
1427,193,53,2025-09-26,1
1428,220,11,2024-05-18,2
1429,232,170,2025-11-29,2
1430,347,190,2024-07-01,4
1431,161,195,2025-02-04,2
1432,235,2,2025-03-28,3
1433,380,2,2024-09-23,2
1434,125,50,2024-10-24,3
1435,267,140,2025-07-06,3
1436,297,27,2025-10-14,1
1437,291,97,2025-09-21,3
1438,22,82,2025-10-02,4
1439,286,88,2025-11-29,4
1440,241,41,2024-03-21,4
1441,73,166,2024-06-30,3
1442,417,191,2025-09-20,4
1443,412,15,2026-01-27,2
1444,86,73,2024-05-17,2
1445,376,149,2025-06-22,3
1446,70,73,2024-04-26,1
1447,77,180,2025-09-13,3
1448,303,28,2024-06-09,4
1449,493,157,2025-05-12,4
1450,166,20,2025-12-04,2
1451,310,88,2024-12-13,4
1452,243,155,2025-01-28,2
1453,320,120,2024-03-10,3
1454,158,72,2025-09-14,4
1455,233,55,2025-01-29,4
1456,164,171,2026-01-06,3
1457,254,15,2024-08-02,4
1458,313,134,2025-05-02,1
1459,237,22,2024-10-22,1
1460,66,20,2025-10-03,3
1461,191,169,2024-07-08,4
1462,223,177,2024-06-19,2
1463,236,119,2024-06-16,1
1464,372,34,2025-07-19,4
1465,296,130,2025-01-14,2
1466,300,37,2024-11-01,1
1467,346,14,2025-09-13,4
1468,460,92,2024-08-31,3
1469,443,54,2024-11-04,3
1470,494,16,2024-07-23,3
1471,386,107,2024-11-08,1
1472,468,73,2025-08-05,3
1473,238,141,2025-07-16,2
1474,437,25,2024-11-12,4
1475,139,71,2025-06-03,3
1476,242,74,2026-01-28,2
1477,313,56,2024-04-03,1
1478,428,136,2025-01-24,1
1479,428,38,2025-11-19,4
1480,88,138,2024-04-13,2
1481,253,69,2024-06-04,3
1482,350,113,2025-11-07,3
1483,297,159,2024-10-21,1
1484,6,107,2025-04-07,1
1485,420,199,2025-07-30,1
1486,201,86,2025-08-23,3
1487,125,163,2025-05-22,2
1488,253,182,2026-02-04,1
1489,119,11,2024-07-25,3
1490,58,31,2025-05-25,2
1491,460,67,2024-09-16,4
1492,372,184,2024-04-26,4
1493,426,29,2024-05-14,3
1494,89,32,2025-09-14,1
1495,239,154,2025-12-30,4
1496,57,172,2025-01-26,1
1497,113,86,2025-07-18,4
1498,172,156,2025-12-20,4
1499,485,55,2025-08-10,4
1500,469,195,2024-04-22,4
1501,464,116,2024-12-28,4
1502,8,196,2024-03-28,4
1503,36,8,2025-10-20,2
1504,46,74,2025-01-02,2
1505,132,155,2024-08-28,1
1506,130,162,2025-04-29,1
1507,78,116,2025-12-04,4
1508,171,132,2025-08-09,1
1509,253,169,2024-06-18,3
1510,393,190,2026-02-01,2
1511,425,164,2024-04-29,4
1512,107,154,2026-02-21,4
1513,254,105,2024-09-09,4
1514,292,39,2025-01-07,4
1515,470,115,2024-03-27,3
1516,240,133,2025-12-17,1
1517,323,6,2024-05-22,4
1518,174,168,2025-02-03,4
1519,500,133,2024-09-08,3
1520,360,149,2025-03-01,1
1521,498,193,2024-07-15,4
1522,251,114,2025-06-08,2
1523,314,61,2024-03-31,3
1524,70,100,2024-12-31,1
1525,419,111,2024-03-21,3
1526,217,148,2025-01-05,2
1527,492,174,2024-03-16,2
1528,218,151,2024-05-29,2
1529,100,142,2025-05-19,1
1530,434,85,2025-09-13,2
1531,45,164,2026-01-13,3
1532,8,169,2025-06-08,4
1533,195,114,2025-11-15,1
1534,397,13,2025-06-13,2
1535,354,60,2024-04-08,1
1536,243,64,2026-01-19,4
1537,52,114,2024-06-27,3
1538,120,154,2025-08-30,2
1539,289,107,2025-01-02,2
1540,299,117,2025-10-01,4
1541,362,32,2025-02-04,2
1542,439,182,2024-06-23,2
1543,463,79,2025-04-17,2
1544,163,23,2025-10-14,2
1545,168,164,2024-04-15,2
1546,3,46,2026-02-14,1
1547,67,13,2026-01-04,1
1548,152,155,2024-12-22,2
1549,182,52,2024-08-31,2
1550,421,85,2024-06-11,2
1551,90,22,2024-09-11,1
1552,392,131,2025-10-15,3
1553,334,154,2025-09-26,1
1554,384,26,2024-11-09,2
1555,412,127,2025-10-24,4
1556,394,11,2026-01-13,2
1557,162,54,2026-02-28,3
1558,74,14,2025-01-08,3
1559,327,94,2024-04-12,4
1560,288,88,2025-09-04,1
1561,388,32,2026-02-05,2
1562,11,150,2025-08-05,4
1563,195,87,2024-11-29,1
1564,359,163,2024-06-13,4
1565,325,36,2024-10-28,2
1566,273,24,2025-01-21,4
1567,109,198,2024-11-28,3
1568,154,104,2025-12-03,4
1569,120,125,2024-07-16,4
1570,45,197,2024-10-27,4
1571,326,121,2024-07-08,3
1572,300,72,2024-12-10,4
1573,427,10,2025-07-08,4
1574,197,199,2025-07-15,4
1575,51,174,2025-03-10,3
1576,394,184,2024-09-23,3
1577,191,21,2025-05-15,3
1578,396,43,2024-10-24,1
1579,463,26,2024-10-22,4
1580,178,133,2024-10-23,2
1581,429,170,2024-03-16,3
1582,377,185,2025-07-14,1
1583,127,99,2025-11-05,4
1584,93,26,2025-01-09,4
1585,83,39,2024-07-05,3
1586,41,124,2025-07-02,4
1587,214,67,2025-08-26,2
1588,316,137,2024-04-11,4
1589,12,157,2024-12-05,4
1590,430,93,2024-06-07,3
1591,5,105,2025-02-13,1
1592,166,170,2025-06-15,1
1593,79,31,2024-10-06,1
1594,339,123,2024-12-30,2
1595,296,15,2024-09-26,4
1596,59,107,2024-06-24,2
1597,82,60,2026-02-09,3
1598,53,85,2025-06-19,1
1599,106,21,2024-07-14,4
1600,373,50,2025-01-04,4
1601,429,58,2025-06-07,2
1602,344,141,2024-05-11,1
1603,140,48,2025-09-19,1
1604,324,19,2025-05-17,1
1605,335,153,2024-05-12,4
1606,307,35,2025-08-29,3
1607,373,98,2025-06-07,3
1608,124,50,2025-03-15,2
1609,229,94,2024-11-14,3
1610,10,81,2024-11-10,1
1611,294,52,2026-01-18,1
1612,224,190,2024-07-07,1
1613,387,16,2025-12-21,3
1614,6,77,2024-12-28,2
1615,407,1,2025-09-13,3
1616,115,127,2025-08-13,3
1617,458,30,2025-05-20,1
1618,197,42,2025-10-04,4
1619,461,130,2024-06-19,1
1620,384,22,2024-05-17,1
1621,496,84,2025-10-21,1
1622,431,105,2024-04-21,3
1623,61,34,2025-02-28,2
1624,454,84,2025-10-19,1
1625,362,162,2024-05-19,1
1626,235,147,2025-03-06,1
1627,454,74,2024-12-16,4
1628,402,198,2024-09-10,1
1629,392,176,2025-10-01,3
1630,482,149,2025-06-22,2
1631,30,108,2024-11-22,4
1632,342,75,2025-10-13,2
1633,125,196,2026-02-15,2
1634,155,173,2025-03-12,2
1635,203,45,2025-06-09,2
1636,35,66,2025-04-28,3
1637,60,66,2025-02-19,2
1638,44,116,2025-12-07,3
1639,50,164,2025-07-20,1
1640,106,141,2025-05-14,3
1641,454,143,2024-05-06,4
1642,432,128,2024-10-04,1
1643,232,109,2026-02-10,4
1644,457,192,2025-12-28,1
1645,98,160,2025-06-16,1
1646,56,144,2024-05-14,1
1647,209,82,2025-04-26,4
1648,375,101,2024-11-09,2
1649,332,4,2024-06-27,4
1650,328,22,2024-11-06,3
1651,47,6,2025-08-03,3
1652,261,65,2025-03-20,4
1653,354,24,2026-01-11,1
1654,290,162,2024-10-31,2
1655,8,22,2025-12-17,3
1656,394,9,2025-01-28,1
1657,197,179,2024-06-20,1
1658,349,13,2025-08-22,4
1659,310,78,2024-08-16,1
1660,28,90,2025-10-02,1
1661,148,103,2025-05-04,1
1662,336,56,2025-05-01,4
1663,229,43,2024-04-16,2
1664,253,166,2025-12-20,3
1665,59,63,2025-01-28,3
1666,106,132,2026-02-21,2
1667,221,159,2026-01-20,4
1668,132,20,2024-12-18,2
1669,318,7,2025-09-21,1
1670,229,2,2024-04-03,2
1671,455,68,2024-12-22,3
1672,487,5,2024-10-09,4
1673,322,135,2024-07-02,3
1674,90,92,2025-08-27,3
1675,257,181,2024-03-15,1
1676,371,81,2025-04-20,3
1677,34,41,2025-08-10,3
1678,497,68,2024-07-28,1
1679,412,81,2024-08-30,3
1680,399,19,2024-11-23,1
1681,383,101,2024-06-03,4
1682,326,117,2026-01-11,4
1683,139,160,2025-07-15,4
1684,22,193,2025-11-09,1
1685,160,130,2025-09-19,4
1686,365,35,2026-02-16,3
1687,130,41,2025-12-06,4
1688,255,167,2024-09-29,2
1689,161,111,2024-04-18,3
1690,298,5,2025-03-08,3
1691,316,32,2025-09-01,3
1692,382,86,2024-04-10,3
1693,488,2,2025-10-16,3
1694,428,170,2024-05-23,1
1695,306,14,2025-08-04,4
1696,113,14,2026-02-20,4
1697,487,180,2025-07-19,2
1698,364,57,2025-11-15,1
1699,371,116,2025-09-26,2
1700,90,25,2024-03-12,3
1701,167,19,2024-03-20,4
1702,81,26,2025-08-23,4
1703,133,66,2024-07-19,3
1704,424,121,2024-06-26,3
1705,205,2,2026-02-08,2
1706,429,6,2024-09-15,2
1707,17,103,2025-01-07,1
1708,211,193,2024-08-01,2
1709,254,59,2025-06-14,3
1710,92,25,2026-02-23,2
1711,136,94,2025-07-06,2
1712,464,108,2024-11-14,1
1713,166,89,2025-10-18,1
1714,116,200,2025-02-16,3
1715,254,96,2025-03-22,2
1716,431,85,2024-05-22,1
1717,371,77,2024-07-23,3
1718,451,105,2025-11-20,4
1719,198,180,2024-11-04,2
1720,110,17,2025-10-19,2
1721,168,112,2026-01-23,3
1722,407,158,2025-11-06,3
1723,318,66,2025-05-11,4
1724,29,61,2024-04-03,3
1725,188,168,2024-08-06,4
1726,449,58,2024-10-26,4
1727,355,105,2025-08-07,1
1728,468,148,2025-05-04,1
1729,168,75,2024-09-11,3
1730,389,131,2024-10-29,4
1731,308,143,2025-10-29,4
1732,397,5,2025-09-02,4
1733,265,52,2024-07-26,2
1734,366,136,2026-02-04,1
1735,462,139,2026-03-07,1
1736,6,200,2024-10-09,4
1737,62,14,2025-06-15,4
1738,420,3,2025-04-08,1
1739,491,96,2025-05-30,2
1740,83,27,2025-12-20,1
1741,497,137,2025-09-17,1
1742,359,44,2024-07-20,4
1743,131,87,2024-07-15,4
1744,494,177,2025-10-11,1
1745,276,34,2025-11-21,4
1746,125,101,2024-10-19,3
1747,432,111,2025-09-03,3
1748,45,162,2024-09-15,4
1749,54,168,2025-05-02,4
1750,206,166,2025-06-26,4
1751,314,44,2025-01-19,1
1752,198,62,2025-09-21,1
1753,306,86,2024-05-10,1
1754,348,111,2025-05-21,4
1755,290,186,2025-07-21,3
1756,49,176,2024-05-09,3
1757,206,110,2025-08-28,4
1758,330,14,2025-12-18,1
1759,239,41,2024-06-21,3
1760,381,168,2024-09-11,2
1761,113,105,2024-10-12,1
1762,247,171,2024-12-11,4
1763,112,173,2025-03-12,3
1764,224,103,2024-07-24,1
1765,149,45,2024-04-15,2
1766,210,146,2025-04-23,2
1767,355,2,2025-10-04,4
1768,238,134,2025-11-26,3
1769,389,171,2024-04-23,2
1770,28,82,2025-11-21,3
1771,222,95,2025-02-28,2
1772,307,149,2025-05-16,3
1773,13,14,2025-01-12,3
1774,274,159,2025-02-05,4
1775,424,118,2024-06-25,2
1776,68,136,2024-09-02,3
1777,333,143,2025-05-08,3
1778,133,3,2025-01-20,2
1779,446,79,2024-07-18,1
1780,230,47,2024-10-10,1
1781,56,131,2024-09-13,2
1782,363,55,2025-10-07,1
1783,443,186,2024-03-26,2
1784,189,178,2025-06-26,4
1785,54,139,2025-12-13,2
1786,232,73,2024-06-16,1
1787,367,123,2025-01-06,2
1788,104,181,2024-08-08,2
1789,289,97,2024-09-12,2
1790,376,113,2024-12-05,2
1791,243,144,2024-04-08,1
1792,328,63,2024-07-30,4
1793,168,114,2025-03-22,2
1794,392,192,2025-03-22,1
1795,327,181,2025-03-17,3
1796,487,117,2024-06-25,1
1797,200,177,2025-04-16,3
1798,492,6,2025-08-18,1
1799,375,185,2026-01-04,1
1800,258,93,2025-01-19,4
1801,385,36,2024-12-18,2
1802,179,53,2026-01-26,1
1803,328,160,2025-07-21,2
1804,310,53,2024-11-07,2
1805,344,186,2024-03-21,4
1806,302,67,2024-11-28,4
1807,335,35,2024-11-16,4
1808,114,99,2024-06-02,2
